"","X","ID.Final","minR","maxR","Rdiff","meanX","minX","maxX","Xdiff","minY","maxY","Ydiff","minT","maxT","Tdiff","minAngle","maxAngle","clicks","RateR","RateT","Error.Indicator","OffShore.Indicator","Shelf.Indicator","Beginning","End","T.Indicator","maxW.Indicator","minW.Indicator","maxY.Indicator","ID","X","maxY","minY","Wmax.I","Wmin.I","Detections In Zone","Total Detections","First","Last"
"87",87,3220,1732.168782,3399.066628,1666.897846,1641.72383409136,1438.635464,1847.312411,408.676947,298.7658295,2973.328148,2674.5623185,483,491,8,28.98479567,80.18705606,405,0.242966298727823,50.625,0,0,1,1,1,1,1,1,1,3220,1641.72383409136,2973.328148,298.7658295,1,1,5,5,2,7
"88",88,3221,4329.673916,6482.170607,2152.496691,3745.33992753604,3613.49351,3906.219221,292.725711,1867.492334,5292.687026,3425.194692,144,155,11,35.17068626,64.44840825,222,0.103136047050955,20.1818181818182,0,1,0,2,1,1,1,1,1,3221,3745.33992753604,5292.687026,1867.492334,0,1,3,7,1,4
"89",89,3222,4848.622299,6047.103575,1198.481276,4863.4234364898,4572.34502,5102.80194,530.456920000001,-3389.536349,2761.408899,6150.945248,144,162,18,58.87068453,124.0919697,343,0.286195543367004,19.0555555555556,1,1,0,2,2,1,1,1,1,3222,4863.4234364898,2761.408899,-3389.536349,0,1,10,13,2,11
"90",90,3223,6061.832045,6923.367367,861.535322,6062.13980942958,5886.664303,6230.848381,344.184078,-3319.557203,2517.449364,5837.006567,152,165,13,66.8459071,118.6963525,710,0.824110146002813,54.6153846153846,0,1,0,1,2,1,1,1,1,3223,6062.13980942958,2517.449364,-3319.557203,0,1,10,13,2,11
"91",91,3224,7090.983581,7432.882488,341.898907,6627.27742622222,6495.782165,6799.071952,303.289787000001,-3525.089607,-2100.009084,1425.080523,160,162,2,107.2266685,118.3471112,99,0.289559276069871,49.5,0,1,0,2,2,0,1,1,1,3224,6627.27742622222,-2100.009084,-3525.089607,0,1,0,4,Inf,-Inf
"92",92,3225,1935.705498,3928.636895,1992.931397,1791.79062766295,1647.948419,2000.654065,352.705646,758.099857,3406.501108,2648.401251,167,176,9,29.02583827,66.94343538,359,0.180136657257952,39.8888888888889,0,1,0,1,1,1,1,1,1,3225,1791.79062766295,3406.501108,758.099857,1,1,5,5,1,6
"93",93,3226,2005.09429,2504.912004,499.817714,1697.31053469565,1516.922025,1924.77277,407.850745,1172.872298,1795.107641,622.235343,174,176,2,44.22266084,54.20082955,207,0.414150987853944,103.5,0,1,0,2,1,0,1,1,1,3226,1697.31053469565,1795.107641,1172.872298,1,1,2,2,4,5
"94",94,3227,2789.192422,3827.334571,1038.142149,2688.24296114622,2234.87754,2817.363086,582.485546,257.5485149,3093.432591,2835.8840761,171,181,10,36.0749794,84.72880401,595,0.573139237794303,59.5,1,1,0,1,1,1,1,1,1,3227,2688.24296114622,3093.432591,257.5485149,1,1,5,5,1,7
"95",95,3228,2933.368131,5563.193975,2629.825844,1387.15177375401,1134.603368,1596.031277,461.427909,2494.713294,5372.191109,2877.477815,170,181,11,14.45041778,31.73823617,374,0.142214740513441,34,0,1,0,1,2,1,1,1,1,3228,1387.15177375401,5372.191109,2494.713294,1,1,3,6,1,3
"96",96,3234,804.0289537,3711.030341,2907.0013873,647.081543621957,528.2069297,935.5865846,407.3796549,403.3302326,3615.335831,3212.0055984,182,195,13,10.45614706,59.89169536,419,0.144134778136162,32.2307692307692,0,0,1,1,1,1,1,1,1,3234,647.081543621957,3615.335831,403.3302326,1,1,5,6,2,7
"97",97,3241,4363.179094,4706.159004,342.97991,4089.67086042115,3962.298403,4208.689983,246.39158,1415.665835,2457.157379,1041.491544,196,202,6,58.19554765,71.06731918,558,1.62691744831352,93,0,0,1,2,2,1,1,1,1,3241,4089.67086042115,2457.157379,1415.665835,0,1,3,3,3,5
"98",98,3242,9951.385712,10951.67471,1000.288998,9393.38546921456,9176.480819,10226.23531,1049.754491,3136.844925,4770.926275,1634.08135,203,208,5,62.58072718,71.62611745,522,0.521849186628763,104.4,1,0,1,1,2,1,0,1,1,3242,9393.38546921456,4770.926275,3136.844925,0,1,1,4,1,1
"99",99,3244,2692.224469,2972.012775,279.788306,2681.24188245863,2538.651334,2746.366832,207.715498,-169.2639556,1539.674784,1708.9387396,209,214,5,58.79794985,93.55207653,556,1.98721672091613,111.2,0,0,1,1,1,1,1,1,1,3244,2681.24188245863,1539.674784,-169.2639556,1,1,5,5,4,8
"100",100,3245,1592.086237,2463.884951,871.798714,1500.52279180483,1318.984115,1606.295954,287.311839,116.6896723,1948.004682,1831.3150097,209,216,7,36.09969444,85.8057336,953,1.09314224108846,136.142857142857,0,0,1,1,1,1,1,1,1,3245,1500.52279180483,1948.004682,116.6896723,1,1,4,4,4,7
"101",101,3246,2463.308452,3241.896417,778.587965,2567.90682026699,2455.34281,2758.699708,303.356898,-1928.115413,196.9705901,2125.0860031,210,216,6,85.41366025,126.4948029,618,0.793744609191333,103,0,0,1,1,1,1,1,1,1,3246,2567.90682026699,196.9705901,-1928.115413,1,1,5,5,7,11
"102",102,3248,5659.099557,5811.371381,152.271824,4924.72715331022,4781.147845,5085.646317,304.498471999999,2482.258919,3303.431945,821.173026,217,219,2,55.35831439,63.98342947,274,1.79941365908902,137,0,0,1,2,2,0,1,1,1,3248,4924.72715331022,3303.431945,2482.258919,0,1,3,3,1,3
"103",103,3266,4333.083231,5234.341942,901.258711,4411.96759229391,4256.000027,4680.943521,424.943494,-3047.09687,-265.7351434,2781.3617266,225,232,7,93.51601996,125.600936,279,0.309567049499508,39.8571428571429,0,0,1,1,2,1,1,1,1,3266,4411.96759229391,-265.7351434,-3047.09687,0,1,4,7,8,11
"104",104,3267,6737.635865,7015.316999,277.681133999999,6659.52481854815,6572.166225,6754.374182,182.207957,-2124.737614,-912.6151059,1212.1225081,233,237,4,97.78469695,107.6301756,135,0.486169146802751,33.75,0,0,1,2,2,1,1,1,1,3267,6659.52481854815,-912.6151059,-2124.737614,0,1,3,4,9,11
"105",105,3277,471.7760729,2057.245245,1585.4691721,364.216853331707,283.2739809,476.723055,193.4490741,271.4700028,2016.979473,1745.5094702,543,550,7,11.3546482,54.87087794,82,0.0517197063449607,11.7142857142857,0,0,1,1,1,1,1,1,1,3277,364.216853331707,2016.979473,271.4700028,1,0,5,5,3,7
"106",106,3280,5213.145314,5565.399257,352.253943,5046.48834634348,4937.720257,5107.36647,169.646213,1063.668015,2453.471325,1389.80331,560,564,4,63.5780031,78.22696936,230,0.652938042484879,57.5,0,0,1,2,2,1,1,1,1,3280,5046.48834634348,2453.471325,1063.668015,0,1,3,3,3,5
"107",107,3290,2611.152357,5037.494505,2426.342148,2477.13696686383,2390.703124,2711.670085,320.966961,844.900492,4405.475163,3560.574671,565,575,10,29.00978733,71.38234117,235,0.0968536115954245,23.5,0,0,1,2,2,1,1,1,1,3290,2477.13696686383,4405.475163,844.900492,1,1,6,8,1,6
"108",108,3291,3025.710139,3699.856897,674.146758,2869.72615482317,2756.620899,3141.304934,384.684035,789.9191906,2044.41147,1254.4922794,576,579,3,56.45685811,74.86652312,164,0.24327047197637,54.6666666666667,0,0,1,1,1,1,1,1,1,3291,2869.72615482317,2044.41147,789.9191906,1,1,4,4,3,6
"109",109,3292,5487.82548,5589.873481,102.048000999999,5456.47697325926,5391.566604,5500.134508,108.567904,331.2710819,1376.153222,1044.8821401,578,581,3,75.68146714,86.55329097,459,4.49788330493611,153,0,0,1,2,1,1,1,1,1,3292,5456.47697325926,1376.153222,331.2710819,0,1,3,3,5,7
"110",110,3293,4331.728499,4810.14872,478.420221,4371.53094891895,4253.136914,4626.461435,373.324521,-1898.400561,-120.9258849,1777.4746761,582,586,4,91.59657971,113.2451648,839,1.75368841694507,209.75,0,0,1,1,1,1,1,1,1,3293,4371.53094891895,-120.9258849,-1898.400561,0,1,4,4,8,11
"111",111,3294,6168.581709,6890.111712,721.530003,6185.07734390448,5996.284781,6374.254476,377.969695,-2743.355247,1731.399493,4474.75474,585,592,7,73.89419788,113.4631366,513,0.710989145104199,73.2857142857143,0,0,1,2,2,1,1,1,1,3294,6185.07734390448,1731.399493,-2743.355247,0,1,6,8,4,11
"112",112,3314,8502.629829,10643.34141,2140.711581,8443.78487703648,7841.477633,8699.725021,858.247388,-7092.440743,4356.297093,11448.737836,593,607,14,61.94319049,132.0943559,1590,0.742743681172246,113.571428571429,1,1,0,2,2,1,0,1,1,3314,8443.78487703648,4356.297093,-7092.440743,0,1,6,16,1,11
"113",113,3315,1842.259681,4677.195094,2834.935413,1848.63081433333,1654.008678,2393.418199,739.409521,158.7861176,4055.005816,3896.2196984,610,622,12,29.61598028,85.11223034,384,0.135452821337345,32,1,1,0,1,1,1,1,1,1,3315,1848.63081433333,4055.005816,158.7861176,1,1,6,8,1,7
"114",114,3319,2452.051705,5277.536173,2825.484468,2145.96063437066,1973.532689,2363.06377,389.531081,1167.034972,4742.313393,3575.278421,629,638,9,25.71331606,61.57930533,259,0.0916656958950942,28.7777777777778,0,0,1,1,1,1,1,1,1,3319,2145.96063437066,4742.313393,1167.034972,1,1,5,7,1,5
"115",115,3320,2328.376123,3031.989193,703.61307,2318.2783135164,1990.65261,2605.04124,614.38863,-1202.855731,2241.847475,3444.703206,645,656,11,42.31983502,115.9576515,1067,1.51645847056252,97,1,0,1,1,2,1,1,1,1,3320,2318.2783135164,2241.847475,-1202.855731,1,1,8,8,3,10
"116",116,3324,1307.174873,1437.110247,129.935374,1366.77754832787,1303.037424,1430.210577,127.173153,-178.9709761,116.8756055,295.8465816,659,659,0,85.05543732,97.1539563,122,0.938928301387734,Inf,0,0,1,2,2,0,1,1,1,3324,1366.77754832787,116.8756055,-178.9709761,1,1,2,2,7,8
"117",117,3334,1981.200252,2705.879352,724.6791,1819.94000372583,1641.492215,1947.562651,306.070436,675.5892213,2047.307826,1371.7186047,685,690,5,40.83336388,70.06221586,569,0.785175120960436,113.8,0,0,1,1,1,1,1,1,1,3334,1819.94000372583,2047.307826,675.5892213,1,1,4,4,3,6
"118",118,3336,3198.323494,3379.395968,181.072474,2259.82859152174,2158.119647,2339.488978,181.369331,-2580.66583,-2223.435941,357.229889,1,2,1,134.0422439,139.7868291,92,0.50808385155217,92,0,0,1,2,2,0,1,1,1,3336,2259.82859152174,-2223.435941,-2580.66583,1,1,0,2,Inf,-Inf
"119",119,3340,847.8872937,1118.009357,270.1220633,906.569138351639,845.0382253,1003.539178,158.5009527,-526.2233274,69.44969832,595.67302572,3,5,2,85.30172028,118.0784116,122,0.451647668130336,61,0,0,1,2,2,0,1,1,1,3340,906.569138351639,69.44969832,-526.2233274,1,1,3,3,7,9
"120",120,3341,2916.776621,4549.107358,1632.330737,2952.30005276341,2700.18589,3139.058129,438.872239,-1521.821477,3299.282432,4821.103909,716,730,14,43.5095925,116.2181549,410,0.25117458778821,29.2857142857143,0,0,1,1,1,1,1,1,1,3341,2952.30005276341,3299.282432,-1521.821477,1,1,11,11,1,11
"121",121,3342,3194.852663,3489.277814,294.425151,3226.49937065678,3145.944021,3294.83678,148.892759,-1419.742844,366.1772975,1785.9201415,725,730,5,83.43472905,114.1727523,236,0.801561956233828,47.2,0,0,1,2,1,1,1,1,1,3342,3226.49937065678,366.1772975,-1419.742844,1,1,3,3,7,10
"122",122,3343,5896.27771,8308.382314,2412.104604,5979.25171687773,5646.207868,6409.90041,763.692542,-5899.334548,2369.148432,8268.48298,731,746,15,67.23710619,135.2387155,777,0.32212533349984,51.8,1,0,1,2,1,1,1,1,1,3343,5979.25171687773,2369.148432,-5899.334548,0,1,9,17,3,11
"123",123,3345,1747.180217,1858.283722,111.103505,323.224557341176,264.8603693,360.5894528,95.7290835,-1824.808229,-1714.734718,110.073511,657,657,0,168.8111579,171.2808041,17,0.153010474332021,Inf,0,0,1,2,2,0,1,1,1,3345,323.224557341176,-1714.734718,-1824.808229,1,0,1,1,11,11
"124",124,3346,2053.06111,3626.904884,1573.843774,1951.01913808443,1624.909322,2049.865044,424.955722,168.7290057,3199.248657,3030.5196513,678,688,10,28.10475824,85.29449394,533,0.338661313660984,53.3,0,0,1,1,1,1,1,1,1,3346,1951.01913808443,3199.248657,168.7290057,1,1,7,7,1,7
"125",125,3347,2574.2439,3503.354568,929.110668,1490.77230192857,1334.253082,1592.836237,258.583155,2076.347861,3178.240074,1101.892213,678,681,3,24.87889746,36.80389036,98,0.105477208878631,32.6666666666667,0,0,1,1,1,1,1,1,1,3347,1490.77230192857,3178.240074,2076.347861,1,1,3,3,1,3
"126",126,3348,1810.444658,2903.67118,1093.226522,1817.59977929668,1639.747896,2062.88139,423.133494,-1061.69026,2358.092424,3419.782684,678,689,11,35.58493382,118.7920571,573,0.524136570481044,52.0909090909091,0,0,1,1,1,1,1,1,1,3348,1817.59977929668,2358.092424,-1061.69026,1,1,8,8,3,10
"127",127,3349,2243.496663,2637.012375,393.515712,2053.26039619014,2022.555908,2120.058601,97.5026930000001,-1568.51575,-879.8646866,688.6510634,688,690,2,113.0905362,127.1084817,142,0.360849632352164,71,0,0,1,2,1,0,1,1,1,3349,2053.26039619014,-879.8646866,-1568.51575,1,1,3,3,9,11
"128",128,3350,1902.15143,2460.196388,558.044958,1961.72010240064,1886.732948,2089.980507,203.247559,-1473.274119,-38.52710674,1434.74701226,688,692,4,91.16060874,126.7872033,312,0.559094738743254,78,0,0,1,2,1,1,1,1,1,3350,1961.72010240064,-38.52710674,-1473.274119,1,1,2,2,8,10
"129",129,3351,1278.233989,9484.109569,8205.87558,1238.20931924896,1012.666864,2039.863395,1027.196531,356.5344772,9285.629695,8929.0952178,672,691,19,9.283253318,73.80382764,241,0.029369199867883,12.6842105263158,1,0,1,1,1,1,1,1,0,3351,1238.20931924896,9285.629695,356.5344772,1,1,5,10,1,7
"130",130,3352,810.856728,2912.057005,2101.200277,916.675871014227,607.9101066,1132.303563,524.3934564,-2729.289145,948.3518042,3677.6409492,691,701,10,33.77054529,160.0821625,485,0.23082045310429,48.5,1,0,1,2,1,1,1,1,1,3352,916.675871014227,948.3518042,-2729.289145,1,1,6,8,6,11
"131",131,3353,737.3270385,1437.092406,699.7653675,290.064112871676,183.2500226,364.8978022,181.6477796,711.5713351,1410.275179,698.7038439,706,708,2,11.08613212,16.84474401,173,0.247225724556882,86.5,0,0,1,2,2,0,1,1,1,3353,290.064112871676,1410.275179,711.5713351,1,0,2,2,5,6
"132",132,3354,8157.7431,10132.16195,1974.41885,5968.23747765546,5632.147976,6338.184037,706.036061,5273.784449,8214.861089,2941.07664,702,708,6,35.82870327,49.72359274,238,0.120541798919718,39.6666666666667,1,0,1,2,1,1,1,1,0,3354,5968.23747765546,8214.861089,5273.784449,0,1,0,6,Inf,-Inf
"133",133,3355,9772.080794,11508.31987,1736.239076,7255.32007957983,6854.201974,7735.85304,881.651066,6154.50282,9054.854675,2900.351855,702,708,6,37.1825458,50.96430002,238,0.137077896293126,39.6666666666667,1,0,1,2,1,1,1,1,0,3355,7255.32007957983,9054.854675,6154.50282,0,1,0,5,Inf,-Inf
"134",134,3356,2484.675012,2717.774923,233.099911,2549.18106969218,2472.40992,2675.758675,203.348755,-692.2129138,246.5747361,938.7876499,711,714,3,84.3047244,104.7557519,588,2.52252348564818,196,0,0,1,2,1,1,1,1,1,3356,2549.18106969218,246.5747361,-692.2129138,1,1,3,3,7,9
"135",135,3360,4865.972615,6718.66772,1852.695105,3840.87710558333,3686.936013,3951.058576,264.122563,3135.529191,5514.461326,2378.932135,248,256,8,34.83835658,51.02613714,60,0.0323852531579933,7.5,0,0,1,2,2,1,1,1,1,3360,3840.87710558333,5514.461326,3135.529191,0,1,1,6,1,1
"136",136,3361,17933.55819,22024.76873,4091.21054,6130.70511003333,5337.438581,6551.132641,1213.69406,16699.3427,21368.25185,4668.90915,238,250,12,14.02457769,21.38074436,60,0.0146655859954839,5,1,0,1,2,2,1,1,1,0,3361,6130.70511003333,21368.25185,16699.3427,0,1,0,0,Inf,-Inf
"137",137,3364,11766.40606,17414.30154,5647.89548,3902.07077352518,2158.869828,5262.664848,3103.79502,10523.90946,17178.75619,6654.84673,284,300,16,8.003518339,26.5681535,278,0.049221874056352,17.375,1,0,1,2,2,1,1,1,0,3364,3902.07077352518,17178.75619,10523.90946,0,1,0,5,Inf,-Inf
"138",138,3366,2509.478099,2711.298505,201.820406,2502.70923825424,2336.760999,2632.590395,295.829396,-701.5747184,1375.022769,2076.5974874,287,294,7,59.52614364,105.2436597,295,1.46169560277269,42.1428571428571,0,0,1,1,1,1,1,1,1,3366,2502.70923825424,1375.022769,-701.5747184,1,1,5,5,5,9
"139",139,3367,1744.422316,3505.847887,1761.425571,1757.41961879683,1536.235697,1932.052632,395.816935,-1810.213106,3150.091261,4960.304367,285,299,14,26.03517847,135.8600851,758,0.430333255335715,54.1428571428571,0,0,1,2,2,1,1,1,1,3367,1757.41961879683,3150.091261,-1810.213106,1,1,6,6,1,11
"140",140,3376,1522.197305,2315.442259,793.244954,683.848491587619,623.137967,759.3344402,136.1964732,1382.745475,2203.994247,821.248772,360,362,2,17.54125938,24.82611034,105,0.132367687270533,52.5,0,0,1,2,1,0,1,1,1,3376,683.848491587619,2203.994247,1382.745475,1,1,3,3,3,5
"141",141,3380,4760.351501,5394.350773,633.999272,3793.97688885714,3735.585344,4009.564992,273.979648,2565.995906,3864.880826,1298.88492,359,363,4,44.2363622,57.38205163,35,0.0552051107087076,8.75,0,0,1,2,2,1,1,1,1,3380,3793.97688885714,3864.880826,2565.995906,0,1,2,3,1,2
"142",142,3381,2818.705132,3546.840545,728.135413,2734.67226066225,2586.737494,2823.608112,236.870618,311.2191269,2240.885184,1929.6660571,359,365,6,50.81715042,83.66095858,151,0.207379008497695,25.1666666666667,0,0,1,2,2,1,1,1,1,3381,2734.67226066225,2240.885184,311.2191269,1,1,5,5,3,7
"143",143,3384,6929.463822,7816.068811,886.604989,6529.10241993562,6296.854309,6848.729855,551.875545999999,2149.304892,3917.934236,1768.629344,378,385,7,58.29403215,72.06904839,233,0.262800235607517,33.2857142857143,1,0,1,2,2,1,1,1,1,3384,6529.10241993562,3917.934236,2149.304892,0,1,3,4,1,3
"144",144,3385,3811.213281,5753.326187,1942.112906,3730.02103083191,3440.55362,3828.193833,387.640213,181.0618262,4611.220338,4430.1585118,380,401,21,36.72760739,87.27701782,934,0.480919516632881,44.4761904761905,0,0,1,2,1,1,1,1,1,3385,3730.02103083191,4611.220338,181.0618262,0,1,7,10,1,7
"145",145,3387,290.535305,478.2697365,187.7344315,194.508375210606,151.6872412,235.9721313,84.2848901,169.493117,447.4684408,277.9753238,385,387,2,20.674957,54.31123956,66,0.351560443508734,33,0,0,1,2,2,0,1,1,1,3387,194.508375210606,447.4684408,169.493117,1,0,1,1,7,7
"146",146,3390,2540.19994,2680.508187,140.308247,2208.90214013208,2159.954363,2298.981659,139.027296,-1423.788642,-1247.033818,176.754824,411,412,1,118.8186538,123.3919299,53,0.37773973471424,53,0,0,1,1,2,0,1,1,1,3390,2208.90214013208,-1247.033818,-1423.788642,1,1,1,1,10,10
"147",147,3391,14123.46657,14175.9824,52.5158300000003,7089.20564223077,6658.180764,7438.218383,780.037619000001,-12515.07515,-12006.04911,509.026040000001,413,413,0,148.220214,151.9865032,13,0.247544407086395,Inf,1,0,1,2,2,0,1,1,1,3391,7089.20564223077,-12006.04911,-12515.07515,0,1,0,1,Inf,-Inf
"148",148,3392,31566.85184,32363.32756,796.475720000002,5512.1968475,4272.731122,6445.995901,2173.264779,30985.55207,31812.97464,827.422569999999,417,420,3,7.779150894,11.51410751,20,0.0251106210745507,6.66666666666667,1,0,1,2,2,1,1,1,0,3392,5512.1968475,31812.97464,30985.55207,0,1,0,0,Inf,-Inf
"149",149,3396,2029.842546,2212.696628,182.854082,651.261016415686,603.7979258,713.797818,109.9998922,1907.483247,2116.725688,209.242441,452,453,1,16.5725661,19.99545222,51,0.2789109187073,51,0,0,1,1,1,0,1,1,1,3396,651.261016415686,2116.725688,1907.483247,1,1,2,2,3,4
"150",150,3397,2745.269485,5243.694497,2498.425012,1627.7537794069,1484.21086,2021.861162,537.650302,-4931.81403,-2202.454841,2729.359189,462,469,7,141.2094756,161.1300638,435,0.174109688267882,62.1428571428571,1,0,1,2,2,1,1,1,1,3397,1627.7537794069,-2202.454841,-4931.81403,1,1,0,4,Inf,-Inf
"151",151,3400,6410.174929,7082.050178,671.875249000001,5620.57499775362,5416.035599,5710.348496,294.312897,-4563.112218,-2955.675579,1607.436639,477,481,4,117.4575884,130.1148168,69,0.102697636358383,17.25,0,0,1,2,2,1,1,1,1,3400,5620.57499775362,-2955.675579,-4563.112218,0,1,0,5,Inf,-Inf
"152",152,3402,2881.403067,2935.256663,53.8535959999999,2505.85574162857,2471.77602,2608.98024,137.20422,1328.381164,1564.696904,236.31574,482,482,0,57.7869111,62.72814998,35,0.649910174986273,Inf,0,0,1,2,2,0,1,1,1,3402,2505.85574162857,1564.696904,1328.381164,1,1,2,2,4,5
"153",153,3405,3513.559803,3668.338966,154.779163,3545.77550850617,3507.842903,3615.830733,107.98783,-873.2342676,-73.06464468,800.16962292,490,492,2,91.18701425,103.8423712,243,1.56997877033358,121.5,0,1,0,2,1,0,1,1,1,3405,3545.77550850617,-73.06464468,-873.2342676,0,1,2,2,8,9
"154",154,3411,4936.722874,6159.72223,1222.999356,4843.54617934204,4634.879023,4929.06495,294.185927,794.9269071,3934.332176,3139.4052689,7,15,8,50.30364656,80.73373757,421,0.344235667774137,52.625,0,0,1,2,1,1,1,1,1,3411,4843.54617934204,3934.332176,794.9269071,0,1,4,5,1,6
"155",155,3431,7258.531174,14152.99081,6894.459636,4576.09152972464,4239.842247,4916.00343,676.161183,5364.283212,13376.50868,8012.225468,608,625,17,18.93362418,42.35103533,138,0.020016071931065,8.11764705882353,1,1,0,2,2,1,1,1,0,3431,4576.09152972464,13376.50868,5364.283212,0,1,0,6,Inf,-Inf
"156",156,3432,1798.148906,2791.816305,993.667399,1892.33374009051,1773.993714,2086.291666,312.297952,-1889.436107,293.7444296,2183.1805366,622,628,6,80.59809002,132.5923177,453,0.455886950156448,75.5,0,1,0,2,1,1,1,1,1,3432,1892.33374009051,293.7444296,-1889.436107,1,1,4,4,7,11
"157",157,3435,2019.28785,3284.800516,1265.512666,1487.98067583333,1337.025574,1562.876742,225.851168,1453.388656,2934.981671,1481.593015,632,637,5,26.68312266,43.96591744,24,0.0189646462218814,4.8,0,0,1,2,2,1,1,1,1,3435,1487.98067583333,2934.981671,1453.388656,1,1,3,3,2,5
"158",158,3437,2696.11033,6735.280456,4039.170126,2049.11576095775,1688.299353,2634.395947,946.096594,1912.130687,6497.154976,4585.024289,639,651,12,14.84613504,44.83828286,142,0.0351557363444414,11.8333333333333,1,0,1,2,1,1,1,1,1,3437,2049.11576095775,6497.154976,1912.130687,1,1,4,8,1,4
"159",159,3438,2151.459108,2593.964421,442.505313,1945.81170658947,1837.469808,2034.056669,196.586861,752.2938374,1697.616755,945.3229176,645,648,3,48.98000712,69.53308794,95,0.214686687840966,31.6666666666667,0,0,1,2,2,1,1,1,1,3438,1945.81170658947,1697.616755,752.2938374,1,1,3,3,4,6
"160",160,3439,10918.66559,10971.90212,53.2365300000001,9762.83649850617,9655.263001,9874.787965,219.524964,4658.950624,5211.384895,552.434271,658,658,0,61.64226601,64.74196295,81,1.52151163871875,Inf,0,0,1,2,2,0,0,1,1,3439,9762.83649850617,5211.384895,4658.950624,0,1,0,2,Inf,-Inf
"161",161,3440,1388.998963,4086.475951,2697.476988,976.815912894944,845.095425,1227.108701,382.013276,954.2839388,3920.851821,2966.5678822,660,667,7,16.36827685,46.60455271,356,0.13197517590834,50.8571428571429,0,0,1,2,2,1,1,1,1,3440,976.815912894944,3920.851821,954.2839388,1,1,5,6,1,6
"162",162,3441,933.3412961,1048.653709,115.3124129,895.959548138089,762.6405418,1048.423359,285.7828172,21.07487895,648.8164316,627.74155265,668,669,1,50.5336805,88.79908449,743,6.44336530052786,743,0,0,1,2,2,0,1,1,1,3441,895.959548138089,648.8164316,21.07487895,1,1,2,2,6,7
